Employee_ID,Name,Department,Role,Date_of_Joining,Salary,Gender,Age,Education_Level
22950,Ricky Mata,Operations,Analyst,24-02-2024,145743,Male,34,PhD
22951,David Mullen,Marketing,Associate,10-08-2021,84333,Unknown,36,Masters
22952,Edward Castillo,HR,Executive,14-03-2022,66411,Unknown,48,Bachelors
22953,Carly Carroll,Marketing,Manager,18-03-2018,144656,Unknown,49,PhD
22954,David Rogers,IT,Associate,06-06-2021,169897,Male,27,Bachelors
22955,Melissa Brewer,HR,Executive,13-08-2022,135406,Female,27,Bachelors
22956,John Combs PhD,Sales,Manager,02-10-2021,49337,Male,35,PhD
22957,Aaron Ferguson,Sales,Manager,02-10-2024,69450,Female,47,Bachelors
22958,Douglas Beard,HR,Analyst,28-05-2020,162810,Female,35,PhD
22959,Nathaniel Ray,Marketing,Associate,23-01-2016,38896,Female,33,Bachelors
22960,James Thomas,Operations,Associate,13-04-2022,159966,Unknown,57,Masters
22961,Logan Smith,IT,Associate,14-10-2023,188834,Male,55,Masters
22962,James Simon,Sales,Executive,22-09-2024,92016,Male,24,Masters
22963,Jessica White,HR,Executive,18-02-2024,170312,Unknown,56,Bachelors
22964,Heather Acosta,Sales,Intern,11-08-2022,184262,Male,59,Bachelors
22965,Kimberly Gonzales,Sales,Associate,13-10-2017,193324,Unknown,27,Bachelors
22966,Katherine Garcia,HR,Analyst,27-07-2017,102597,Unknown,33,Masters
22967,Mary Dixon,Sales,Intern,23-08-2024,116957,Unknown,47,PhD
22968,Kelsey Lopez,Operations,Executive,27-07-2019,143716,Unknown,46,Masters
22969,Michael Hendricks,Sales,Associate,04-02-2016,109549,Unknown,40,PhD
22970,Amy Wood,Sales,Executive,30-08-2024,161229,Unknown,57,PhD
22971,Micheal Thornton,Finance,Manager,23-01-2024,32890,Female,24,Bachelors
22972,Timothy Thompson,Finance,Manager,21-09-2016,184634,Unknown,53,Bachelors
22973,Alexander Castillo,Sales,Associate,07-06-2025,173539,Male,58,Bachelors
22974,Taylor Lozano,Marketing,Manager,02-11-2019,178576,Male,33,PhD
22975,John Ward PhD,Operations,Intern,09-08-2021,198319,Male,34,Masters
22976,Steven Griffin,Sales,Manager,23-01-2019,159139,Unknown,35,Bachelors
22977,Margaret Reid,HR,Executive,11-03-2022,187656,Female,39,Bachelors
22978,Cheryl Clark,Sales,Manager,27-12-2016,174335,Female,27,Bachelors
22979,Richard Byrd,Sales,Executive,04-06-2021,145772,Female,37,Bachelors
22980,Rebecca Krueger,Operations,Intern,21-05-2017,71922,Male,36,Masters
22981,Patricia Li,IT,Associate,29-11-2021,191226,Unknown,33,Bachelors
22982,Michael Martinez,Sales,Intern,18-07-2024,92163,Female,32,Bachelors
22983,Nancy Jones,Sales,Analyst,02-11-2023,148707,Female,42,Bachelors
22984,Andrea Anderson,Sales,Executive,16-05-2020,186355,Female,24,Bachelors
22985,Linda Morrison,Finance,Associate,29-05-2017,119906,Male,55,Bachelors
22986,Kara Coffey,Sales,Executive,18-05-2021,71507,Unknown,47,Masters
22987,Jacob White,Sales,Analyst,21-11-2022,85605,Male,40,Bachelors
22988,Stacy Perez,Marketing,Manager,20-05-2018,85290,Male,45,Bachelors
22989,Teresa Fuller,HR,Analyst,29-01-2025,45307,Female,49,PhD
22990,Savannah Salinas,IT,Analyst,26-03-2016,187481,Female,48,Bachelors
22991,Dennis Moreno,Operations,Associate,11-11-2024,74248,Unknown,36,Bachelors
22992,Jessica Flores,Finance,Analyst,17-10-2023,188295,Female,33,Masters
22993,Teresa Fitzgerald,HR,Analyst,01-10-2024,55894,Unknown,60,Bachelors
22994,Tonya Gonzalez,Marketing,Manager,02-04-2019,127566,Unknown,24,Bachelors
22995,James Carlson,Finance,Analyst,24-09-2018,80051,Male,55,PhD
22996,Keith Carroll,Sales,Associate,24-05-2024,191658,Female,60,Bachelors
22997,Bradley Wong,Sales,Intern,10-10-2022,193324,Unknown,59,Bachelors
22998,John Jones,IT,Intern,18-08-2025,74174,Male,42,Bachelors
22999,Allen Gilbert,Sales,Executive,10-08-2022,115100,Male,41,Bachelors
23000,Ricky Hernandez,Marketing,Executive,30-11-2020,120868,Unknown,36,PhD
23001,Amanda Turner,Marketing,Executive,08-07-2022,196057,Unknown,55,Bachelors
23002,Douglas Coleman,Marketing,Intern,04-03-2023,196721,Male,35,Bachelors
23003,Jeffrey Townsend,Sales,Intern,13-02-2024,37825,Unknown,27,Masters
23004,Cody Bradley,Sales,Manager,11-06-2017,193324,Unknown,53,Bachelors
23005,James Floyd,IT,Intern,10-10-2025,173670,Female,27,Bachelors
23006,Eric Williams,Operations,Manager,02-08-2025,170741,Female,31,Bachelors
23007,Shelby Diaz,HR,Executive,28-07-2020,85109,Female,53,PhD
23008,Samantha Ray,Marketing,Intern,01-11-2022,120868,Male,43,Bachelors
23009,Vincent Brown,IT,Manager,04-07-2023,187788,Unknown,22,Bachelors
23010,Lisa Donaldson,Finance,Intern,02-03-2023,108006,Male,51,Bachelors
23011,Dennis Cooper,IT,Manager,01-09-2022,199956,Unknown,51,PhD
23012,Ashley Hernandez,Marketing,Intern,29-07-2022,141527,Male,47,Bachelors
23013,Benjamin Williams,IT,Manager,13-06-2016,173670,Male,52,PhD
23014,Steven Luna,Finance,Associate,04-09-2021,76494,Female,51,Bachelors
23015,Heidi Chang,Marketing,Associate,28-06-2019,190055,Female,38,Bachelors
23016,Thomas Wells,HR,Manager,14-10-2016,45257,Female,51,Bachelors
23017,Jacob Strong,HR,Manager,17-05-2025,195127,Male,58,Masters
23018,Alexandra Smith,Marketing,Intern,18-11-2021,156410,Female,29,Masters
23019,Marcia Guerra,Sales,Intern,08-11-2022,193324,Male,33,Bachelors
23020,Kimberly Perry,Sales,Executive,30-05-2022,167850,Female,33,Masters
23021,Kathryn Jones,IT,Associate,17-05-2018,112818,Unknown,37,Bachelors
23022,Angela Walker,Marketing,Associate,25-04-2025,122831,Female,24,Bachelors
23023,Charles Cunningham,Sales,Manager,06-02-2016,82912,Unknown,41,PhD
23024,Christina Gonzalez,Operations,Associate,16-03-2017,87855,Unknown,47,Masters
23025,Lee Miller,Operations,Intern,12-01-2021,127302,Female,60,Bachelors
23026,Justin Long,Finance,Analyst,31-05-2016,39988,Male,52,PhD
23027,Ryan Gill,Sales,Associate,19-07-2025,45233,Male,26,PhD
23028,Robert Middleton,Sales,Associate,31-05-2016,58841,Unknown,32,Masters
23029,Kenneth Golden,Operations,Intern,29-08-2022,160367,Male,22,Bachelors
23030,Jason Edwards,Operations,Analyst,04-11-2016,91072,Unknown,58,Bachelors
23031,Mary Black,Operations,Intern,27-06-2017,145095,Female,30,Bachelors
23032,William Martinez,Sales,Associate,22-07-2025,198891,Female,26,PhD
23033,Catherine Jones,Marketing,Associate,26-01-2018,123699,Unknown,56,Masters
23034,David Sullivan,HR,Associate,11-09-2016,43299,Unknown,59,Bachelors
23035,Juan Munoz,Sales,Manager,20-12-2019,97177,Unknown,30,Bachelors
23036,Lindsey Ryan,IT,Executive,08-06-2018,110598,Female,28,Masters
23037,Lori Luna,Sales,Manager,15-06-2023,101551,Unknown,52,Bachelors
23038,Erik Mcfarland,Sales,Associate,15-01-2023,90135,Unknown,56,Bachelors
23039,John Morgan,HR,Associate,27-01-2017,97008,Female,46,PhD
23040,Penny Stevenson,IT,Analyst,26-04-2020,186732,Female,43,Bachelors
23041,Steven Garza,Marketing,Analyst,03-01-2017,60349,Unknown,49,PhD
23042,Heidi Williams,IT,Analyst,11-06-2024,173196,Female,59,Masters
23043,Alexis Velazquez,Operations,Manager,29-03-2023,60732,Unknown,47,Masters
23044,Ashley Nguyen,Sales,Analyst,09-09-2016,177201,Male,30,PhD
23045,Michael Byrd,HR,Associate,12-09-2022,198318,Female,38,Bachelors
23046,Charles Williams,Finance,Analyst,23-11-2019,165330,Male,42,Masters
23047,Jeffrey Blackwell,Finance,Associate,21-05-2018,90260,Unknown,44,Bachelors
23048,Brian Stokes,Finance,Analyst,22-02-2021,123159,Male,56,Bachelors
23049,Charles Donaldson,IT,Executive,13-02-2021,173670,Female,25,Masters
23050,James Aguilar,Operations,Associate,15-02-2024,72566,Male,35,PhD
23051,Lauren Wolfe,Marketing,Analyst,18-09-2017,180679,Male,46,PhD
23052,Sandra Calhoun,Operations,Intern,12-06-2022,53632,Female,43,Bachelors
23053,Ashley Jones,IT,Intern,07-06-2017,52828,Female,45,Masters
23054,Helen Lawrence,Finance,Executive,23-02-2019,121918,Unknown,54,Masters
23055,Kevin Gonzalez,Sales,Analyst,14-02-2023,69788,Female,54,Masters
23056,Jade Reed,Operations,Intern,20-01-2020,162841,Female,32,Bachelors
23057,James Foster,IT,Manager,22-11-2024,146172,Unknown,24,PhD
23058,Amy Ramos,Sales,Executive,11-12-2019,94885,Unknown,39,Bachelors
23059,Rebecca Kennedy,Finance,Executive,04-08-2019,101400,Female,35,PhD
23060,Shawn Jordan,HR,Intern,25-05-2025,132290,Female,46,Bachelors
23061,James Curtis,Marketing,Manager,14-06-2020,142210,Male,25,Bachelors
23062,Taylor Hernandez,HR,Intern,02-11-2023,41394,Female,53,Bachelors
23063,Vincent Cunningham,IT,Manager,28-10-2021,198733,Female,36,Masters
23064,John Burton,Sales,Manager,09-09-2025,193547,Female,30,Masters
23065,Tyler Mcgee,Sales,Executive,01-02-2021,80766,Unknown,27,Masters
23066,Samantha Clark,IT,Intern,30-08-2016,106207,Female,43,Masters
23067,Laura Perry,Sales,Analyst,26-09-2016,192138,Female,48,PhD
23068,Joseph Valencia,Sales,Analyst,03-12-2021,145521,Unknown,43,Masters
23069,James Lee,IT,Intern,10-03-2025,107427,Female,58,Bachelors
23070,Cody Evans,Sales,Analyst,02-10-2024,134786,Male,28,Bachelors
23071,Matthew Anderson,Sales,Analyst,10-10-2023,124877,Female,44,Bachelors
23072,Isabella Smith,Marketing,Analyst,28-07-2017,175704,Male,25,PhD
23073,Peter Chen,IT,Associate,06-06-2023,173670,Female,34,Masters
23074,Ms. Stephanie Weber,IT,Executive,16-09-2017,173670,Female,59,PhD
23075,Cheryl Greer,IT,Analyst,11-07-2020,125338,Male,23,Masters
23076,Sarah Thomas,HR,Executive,15-07-2018,155888,Male,40,PhD
23077,Alex Rollins,Marketing,Associate,26-10-2017,96546,Unknown,47,Bachelors
23078,Ruben Richardson,Sales,Analyst,02-04-2022,196780,Male,31,Bachelors
23079,Diane Martin,Sales,Manager,17-05-2020,192677,Male,22,Bachelors
23080,Dr. John Best,Sales,Associate,26-05-2020,159282,Unknown,52,Bachelors
23081,Jeffrey Burton,IT,Manager,29-05-2018,51674,Unknown,24,Bachelors
23082,Katherine Adams,Sales,Analyst,05-04-2025,157827,Female,59,PhD
23083,Chelsea Dean,Operations,Intern,05-03-2017,150738,Unknown,24,Bachelors
23084,Billy Morris,Finance,Manager,01-12-2017,53009,Male,32,Masters
23085,Claudia Hernandez,IT,Executive,20-06-2016,135867,Female,41,Bachelors
23086,Nicole Brown,Sales,Manager,26-11-2023,161256,Unknown,51,Bachelors
23087,William Miles,Sales,Manager,14-02-2025,191384,Unknown,36,Bachelors
23088,Dana Brooks,Finance,Analyst,17-06-2019,193152,Female,46,Bachelors
23089,Lisa Sanders,Sales,Associate,21-04-2016,155630,Female,27,PhD
23090,Rhonda Kelly,HR,Analyst,23-07-2017,119506,Female,27,PhD
23091,Martin Ortiz,Sales,Executive,07-01-2022,81700,Unknown,56,Bachelors
23092,Michael Smith,Finance,Associate,09-09-2024,42148,Male,58,PhD
23093,Alyssa Parks,IT,Analyst,17-12-2023,156434,Female,43,PhD
23094,Julie Jensen,Operations,Manager,05-01-2019,73980,Female,26,Bachelors
23095,Scott Thomas,HR,Analyst,01-07-2017,47335,Female,41,Masters
23096,Glenn Bell,Finance,Analyst,18-11-2016,46353,Male,39,Bachelors
23097,William White,Sales,Associate,17-08-2023,54747,Female,29,Bachelors
23098,Chad Booth,Finance,Analyst,21-10-2022,96892,Male,31,Bachelors
23099,Brianna Cardenas,IT,Analyst,27-02-2019,102344,Male,41,Masters
23100,Gina Ware,HR,Analyst,07-09-2017,66411,Female,47,Bachelors
23101,Christine Walker,Marketing,Executive,15-10-2023,93338,Unknown,30,Bachelors
23102,Christine Hart,Operations,Manager,06-11-2019,169945,Unknown,51,Masters
23103,Stephen Everett,HR,Executive,12-05-2019,72905,Male,39,Masters
23104,Daniel Conley,IT,Intern,10-04-2024,80101,Male,30,Bachelors
23105,Nancy Miller,IT,Manager,28-06-2024,173670,Unknown,39,PhD
23106,Christopher Ruiz,HR,Executive,25-04-2016,165685,Female,36,Masters
23107,Paul Ruiz,Sales,Intern,23-04-2023,197985,Unknown,60,PhD
23108,Mrs. Crystal Schneider,Sales,Executive,06-01-2018,140867,Female,49,Bachelors
23109,Erin Silva,HR,Associate,05-07-2019,44258,Male,28,Bachelors
23110,Eric Brooks,Sales,Analyst,29-06-2025,165103,Male,52,Masters
23111,Ashley Maxwell,Finance,Manager,02-12-2023,184976,Unknown,34,Masters
23112,Mitchell Lucas,Finance,Executive,11-12-2024,164677,Unknown,46,Masters
23113,Frank Walsh,Finance,Intern,15-04-2022,34064,Unknown,29,Masters
23114,Angela Rodriguez,Operations,Analyst,02-08-2024,70783,Male,30,Bachelors
23115,Justin Romero,Finance,Associate,02-06-2025,36522,Female,24,Bachelors
23116,Carol Cruz,Sales,Executive,22-10-2018,148699,Female,50,Masters
23117,John Horn,Sales,Intern,22-04-2017,121113,Male,31,Bachelors
23118,Charles Sandoval,Sales,Intern,24-10-2018,97113,Unknown,43,Bachelors
23119,Tiffany Lee,HR,Executive,23-04-2018,130109,Unknown,60,Bachelors
23120,Teresa Brooks,HR,Associate,22-07-2020,166771,Female,22,Bachelors
23121,Michele King,HR,Executive,20-01-2024,107390,Unknown,34,Bachelors
23122,Lawrence Wolf,HR,Executive,24-04-2020,184006,Male,35,Bachelors
23123,Darrell Peterson,IT,Associate,05-07-2025,123109,Unknown,59,Bachelors
23124,Austin Mckenzie,Operations,Manager,05-06-2025,172950,Unknown,28,PhD
23125,Mark Patel,Sales,Manager,15-08-2024,61123,Male,59,Bachelors
23126,Helen Oliver,Sales,Intern,27-10-2018,101459,Female,33,Bachelors
23127,Amanda Hardin,Sales,Analyst,25-07-2023,119742,Female,48,Bachelors
23128,David Stewart Jr.,IT,Manager,23-08-2025,95207,Unknown,32,PhD
23129,Charlene Willis,IT,Manager,10-12-2022,105268,Male,45,Masters
23130,Emily Roberts,Operations,Executive,16-09-2017,127092,Female,59,Bachelors
23131,Gail Kelly,Sales,Intern,21-01-2018,30588,Male,44,PhD
23132,Christie Gomez,Marketing,Manager,14-11-2019,195220,Female,31,Bachelors
23133,Michelle Mckenzie,Sales,Executive,04-02-2022,193324,Male,56,PhD
23134,Rebecca Mitchell,Sales,Executive,27-01-2024,191523,Female,31,Bachelors
23135,Karen Branch,Operations,Executive,01-05-2021,31427,Male,57,PhD
23136,Mr. Darryl Turner,Operations,Associate,19-07-2024,77429,Male,27,PhD
23137,Brandi Long,Marketing,Associate,22-10-2021,30910,Female,34,PhD
23138,Diana Anderson,HR,Manager,20-11-2023,184608,Male,47,Masters
23139,Neil Acosta,Sales,Analyst,21-05-2025,123782,Male,33,Bachelors
23140,Edward Ross,IT,Intern,03-02-2017,86461,Female,23,Masters
23141,Caitlin Reed,Finance,Analyst,17-09-2024,75947,Male,22,Bachelors
23142,Hector Walker,HR,Executive,13-11-2017,118303,Unknown,27,Bachelors
23143,Brianna Perez,Marketing,Analyst,22-06-2018,115348,Male,59,Bachelors
23144,John Johnson,Operations,Manager,28-09-2025,66187,Unknown,60,Bachelors
23145,Robert Williams,Finance,Manager,29-11-2015,193884,Male,37,PhD
23146,Nicholas Carter,IT,Intern,01-01-2024,194174,Unknown,35,Bachelors
23147,Alexa Dougherty,Finance,Associate,12-03-2024,184594,Female,52,Masters
23148,Linda Proctor,Sales,Analyst,08-06-2017,168112,Male,24,Bachelors
23149,Joseph Morris,Sales,Executive,18-10-2017,143402,Female,27,Bachelors
23150,Melissa Perkins,Sales,Executive,26-08-2019,109478,Unknown,46,PhD
23151,Jacqueline Becker,Sales,Executive,16-06-2017,193324,Male,43,Bachelors
23152,Cheryl Wood,Sales,Manager,14-10-2017,74929,Male,23,PhD
23153,Jim Walker,Marketing,Intern,01-12-2018,78706,Male,53,PhD
23154,Stephanie Allen,Operations,Analyst,10-05-2022,110794,Unknown,32,PhD
23155,Melinda Carter,Sales,Intern,29-09-2022,95579,Male,26,PhD
23156,Julie Villegas,Marketing,Executive,20-02-2019,120868,Male,48,Bachelors
23157,Brenda Miller,Sales,Manager,04-01-2020,67782,Unknown,50,Masters
23158,Veronica Allen,Marketing,Executive,16-05-2025,116621,Male,27,Bachelors
23159,Jessica Hernandez,Finance,Executive,30-11-2015,146647,Female,31,PhD
23160,Laura Holloway,Sales,Intern,10-06-2021,165352,Male,23,Bachelors
23161,Courtney Ward,HR,Associate,03-01-2021,194492,Female,26,Masters
23162,Robert Daniels,Sales,Analyst,23-07-2024,177141,Unknown,55,Bachelors
23163,Stephanie Johnson,Marketing,Associate,01-02-2017,112353,Unknown,40,Bachelors
23164,Corey Hammond,Operations,Manager,12-08-2017,128257,Female,59,PhD
23165,Amber Smith,Finance,Executive,29-09-2021,47194,Unknown,32,PhD
23166,Tina Saunders,Sales,Analyst,11-10-2023,80772,Female,48,Masters
23167,Heather Murray,Sales,Manager,30-06-2024,197363,Male,41,PhD
23168,Harold King,Sales,Intern,10-08-2019,76428,Female,38,Bachelors
23169,Brenda Hill,Sales,Associate,07-11-2021,199599,Male,56,Masters
23170,Catherine Valenzuela,Sales,Manager,18-09-2018,193324,Male,39,Bachelors
23171,Walter Alvarez,Sales,Intern,26-03-2017,99029,Female,25,Bachelors
23172,Alexander Jones,Sales,Manager,29-10-2016,119338,Male,35,Bachelors
23173,Darrell Molina,Operations,Analyst,29-11-2023,111579,Male,60,Bachelors
23174,Judith Phillips,HR,Intern,03-05-2022,195577,Male,28,Bachelors
23175,Zachary Thomas,Operations,Analyst,17-02-2024,111579,Unknown,52,PhD
23176,Jessica Henson,IT,Analyst,10-02-2025,80923,Female,36,Bachelors
23177,Eric Lowery,Sales,Executive,05-03-2016,193324,Male,43,Masters
23178,Jose Jackson,Sales,Associate,20-11-2017,99405,Unknown,28,Masters
23179,Jesus Cook,Sales,Executive,16-05-2016,94917,Unknown,53,Masters
23180,Tammy Newman,IT,Associate,26-06-2022,132054,Male,29,Bachelors
23181,Adam Walker,HR,Analyst,02-10-2017,138203,Male,23,Bachelors
23182,Lori Carroll,IT,Intern,05-01-2020,144062,Female,46,Masters
23183,Richard Snyder,Sales,Manager,11-02-2025,111928,Female,22,Masters
23184,Brian Martin,Operations,Intern,28-11-2015,163878,Female,40,Masters
23185,Joseph Perry,Sales,Associate,15-06-2019,85826,Unknown,38,Bachelors
23186,Michael Shepherd,HR,Executive,17-07-2018,120002,Unknown,50,Bachelors
23187,Arthur Jones,Sales,Manager,23-10-2015,44981,Unknown,30,Bachelors
23188,Mary Dickson,Sales,Associate,31-01-2017,169139,Male,36,PhD
23189,Tina Long,HR,Intern,04-10-2025,96457,Female,59,PhD
23190,Jeffrey Hughes,IT,Analyst,22-06-2016,92308,Male,53,Masters
23191,Gabrielle Heath,IT,Executive,12-07-2020,164997,Female,23,Bachelors
23192,Richard Ritter,Finance,Intern,07-01-2017,37365,Male,59,Bachelors
23193,Raymond Andrews PhD,Sales,Associate,04-09-2018,193324,Female,47,Bachelors
23194,Ray Rosario,Sales,Associate,05-06-2025,104601,Male,56,PhD
23195,Jennifer Diaz DDS,Sales,Analyst,09-04-2017,126856,Unknown,43,Bachelors
23196,Casey Franco,Sales,Executive,21-08-2021,143620,Unknown,49,Bachelors
23197,Teresa Nicholson,Sales,Intern,23-09-2023,151838,Unknown,55,Masters
23198,Marc Stevens,HR,Analyst,21-08-2020,137362,Female,33,Bachelors
23199,Gary Smith,Sales,Associate,11-12-2016,88568,Female,60,Masters
23200,Joseph Daniels,Sales,Intern,04-01-2022,83928,Male,27,PhD
23201,Sarah Hall,Sales,Analyst,12-11-2021,199757,Unknown,28,Bachelors
23202,Erika Garcia,Finance,Manager,15-09-2021,118285,Male,50,Bachelors
23203,Jason Thornton,Operations,Intern,01-03-2023,138426,Male,38,Masters
23204,Corey Melendez,Finance,Executive,30-09-2017,44000,Male,58,Bachelors
23205,Becky Greene,IT,Associate,03-12-2023,80836,Unknown,34,Bachelors
23206,Mrs. Melissa Smith,IT,Manager,16-07-2020,110406,Male,28,Masters
23207,Janet Graham,Finance,Associate,19-06-2019,187673,Female,25,PhD
23208,Anthony Love,Sales,Analyst,06-02-2020,35473,Male,57,Bachelors
23209,Alexis Lozano,Sales,Intern,07-05-2025,151925,Unknown,47,Masters
23210,Angela Zimmerman,Operations,Associate,31-01-2020,138325,Male,52,Bachelors
23211,Michael Coleman,IT,Intern,13-01-2019,87028,Male,41,PhD
23212,Kimberly Parker,Sales,Executive,15-03-2016,155629,Male,59,Bachelors
23213,Patrick Martinez,IT,Associate,25-03-2018,109036,Male,28,PhD
23214,Melissa Armstrong,Sales,Analyst,29-05-2016,116636,Unknown,54,Masters
23215,Wendy Knight,Marketing,Executive,27-04-2021,160234,Female,36,Masters
23216,Sandra Paul,Operations,Intern,03-04-2025,103497,Unknown,58,Bachelors
23217,Debra Thompson,Sales,Manager,01-05-2023,184818,Male,51,Masters
23218,Christopher Barker,Finance,Manager,04-10-2020,72215,Female,26,Bachelors
23219,John Liu,Sales,Executive,29-12-2020,123523,Male,56,Bachelors
23220,Reginald Williams,Sales,Intern,07-11-2023,85472,Male,35,Masters
23221,Michael Dean,Sales,Manager,28-07-2023,49609,Male,42,Bachelors
23222,Michelle Harrison,Marketing,Associate,01-08-2019,122486,Male,25,Masters
23223,Matthew Williams,IT,Manager,15-01-2019,199915,Female,35,PhD
23224,Michael Sanchez,Marketing,Manager,02-04-2023,120868,Unknown,23,PhD
23225,Susan Richards DVM,Finance,Executive,17-01-2024,175076,Female,50,PhD
23226,Craig Foster,HR,Intern,26-09-2023,118256,Male,23,Bachelors
23227,Calvin Jones,HR,Manager,09-08-2017,100368,Male,53,Masters
23228,Crystal Smith,HR,Manager,19-07-2020,125115,Unknown,30,Masters
23229,Alexis Davis,Finance,Manager,05-06-2016,177832,Male,25,Bachelors
23230,Jacqueline Petty,Sales,Manager,17-08-2025,105064,Unknown,45,Masters
23231,Olivia Alvarez,Operations,Associate,17-01-2019,173520,Female,32,Bachelors
23232,Thomas Ortiz,Finance,Manager,30-10-2017,108006,Unknown,23,Bachelors
23233,Deborah Murray,IT,Analyst,26-12-2022,178437,Female,49,Masters
23234,Jessica Briggs,Finance,Manager,07-05-2018,120934,Unknown,50,Bachelors
23235,Tiffany Robinson,Sales,Analyst,21-09-2019,196382,Unknown,32,Bachelors
23236,Kathryn Morales,Finance,Associate,20-05-2019,91773,Unknown,46,PhD
23237,Mr. Bradley Mccullough,IT,Intern,04-05-2020,94243,Male,29,Bachelors
23238,Mrs. Morgan Powell,Marketing,Associate,26-10-2023,157552,Female,28,Masters
23239,Kimberly Johnson,Sales,Executive,24-09-2020,166670,Female,23,Bachelors
23240,Scott Bradford,Operations,Associate,02-09-2018,111579,Unknown,54,PhD
23241,Cole Torres,Sales,Analyst,26-11-2024,34577,Male,33,PhD
23242,Melissa Torres,Sales,Intern,02-11-2023,124571,Male,48,PhD
23243,Karen Williams,Finance,Manager,13-10-2019,95051,Unknown,27,Bachelors
23244,John Thompson,IT,Analyst,07-01-2022,104481,Male,57,Bachelors
23245,Jessica Wilson,Sales,Executive,27-05-2022,90897,Male,51,PhD
23246,Diane Oliver,Marketing,Manager,24-12-2022,83494,Female,42,Bachelors
23247,Margaret Martin,Sales,Associate,27-06-2020,40552,Unknown,27,Masters
23248,Jessica Acevedo,Sales,Manager,11-12-2023,163780,Female,47,Masters
23249,Brett Franco,Finance,Executive,10-06-2024,136550,Male,27,Bachelors
23250,Jordan Hughes,Sales,Manager,11-04-2025,111592,Unknown,57,Bachelors
23251,Julian Smith,Sales,Associate,11-01-2024,62667,Male,24,Masters
23252,Thomas Gomez,Operations,Executive,11-09-2020,41219,Male,24,Masters
23253,Timothy Pierce,Sales,Intern,26-02-2019,169484,Male,33,PhD
23254,Debra Harris,Operations,Associate,14-05-2022,98626,Female,48,Masters
23255,Danielle Juarez,Finance,Manager,22-05-2016,101892,Female,40,Masters
23256,Adam Mcknight,IT,Manager,09-10-2018,181093,Female,57,Bachelors
23257,Chelsea Mckenzie,HR,Associate,14-09-2021,47107,Male,50,PhD
23258,David Lawrence,Sales,Executive,26-08-2025,122464,Female,51,Bachelors
23259,Amanda Kelly,Sales,Manager,17-05-2024,185619,Male,42,PhD
23260,Donna Phillips,Marketing,Associate,07-05-2023,184970,Male,24,PhD
23261,Melissa Wright,HR,Executive,23-01-2018,47928,Unknown,33,PhD
23262,Miss Lisa King,Sales,Intern,11-02-2024,119650,Female,57,PhD
23263,Amber Long,Operations,Analyst,28-06-2017,90614,Male,31,Bachelors
23264,Andre Mercado,IT,Intern,07-07-2020,170436,Female,32,Bachelors
23265,Eric Eaton,Sales,Manager,23-06-2025,66188,Unknown,59,Bachelors
23266,Joy Savage,Sales,Manager,08-06-2021,149461,Female,46,Bachelors
23267,Thomas Rogers,Marketing,Associate,01-04-2020,145798,Female,51,Bachelors
23268,Jeffery Gordon,IT,Associate,05-09-2024,146279,Male,39,PhD
23269,Dr. Jaclyn Wright MD,Sales,Manager,22-06-2016,155614,Female,55,Bachelors
23270,Stacy Leblanc,Sales,Intern,06-07-2023,91393,Male,27,Masters
23271,Crystal Walker,Finance,Associate,14-04-2025,44229,Male,38,Masters
23272,Jennifer Cobb,Operations,Associate,28-02-2024,111579,Unknown,44,Bachelors
23273,Ms. Taylor Clark MD,Sales,Associate,10-12-2024,176279,Unknown,48,Bachelors
23274,James Rosario,IT,Associate,21-02-2022,171303,Female,22,Masters
23275,Eugene Patel,Sales,Analyst,12-12-2022,170450,Female,48,Bachelors
23276,Meghan Henderson,IT,Manager,16-10-2022,90825,Male,58,PhD
23277,Peter Green,Marketing,Associate,23-01-2019,107327,Female,45,Bachelors
23278,David Cohen,Operations,Associate,23-04-2022,147683,Female,55,Masters
23279,Jeffery Price,Operations,Manager,09-07-2023,189806,Unknown,51,Masters
23280,Alec Wilson,Finance,Associate,20-03-2020,182738,Unknown,39,Bachelors
23281,Donna Mcclure,Finance,Analyst,07-08-2024,108006,Male,51,PhD
23282,Kevin Green,Sales,Intern,02-10-2020,163018,Male,47,PhD
23283,Brian Shields,Operations,Analyst,10-01-2023,136106,Male,39,Masters
23284,Andrew Bradshaw,Sales,Intern,21-07-2019,197606,Female,38,Masters
23285,Amanda Meyer,Operations,Intern,29-10-2020,151607,Unknown,25,Bachelors
23286,Valerie Smith,Sales,Intern,06-01-2021,154076,Female,52,Bachelors
23287,Brian Serrano,Sales,Analyst,04-07-2020,190831,Unknown,46,Bachelors
23288,Mary Davis,Sales,Analyst,26-02-2021,157732,Female,26,Masters
23289,Latoya Harrison,Marketing,Analyst,18-12-2022,137665,Unknown,33,Bachelors
23290,Jill Williams,Sales,Executive,28-09-2020,169014,Male,53,PhD
23291,Paul Brown,Marketing,Analyst,10-08-2025,157320,Unknown,37,Bachelors
23292,Janet Gonzalez,Sales,Analyst,01-11-2023,193324,Female,52,Masters
23293,Diane Reid,IT,Manager,29-04-2023,53009,Male,29,Bachelors
23294,Robert Lee,IT,Analyst,12-01-2019,48209,Male,46,Masters
23295,Jason Weaver,Marketing,Intern,08-12-2021,196826,Male,48,PhD
23296,Denise Jones,Marketing,Intern,01-02-2020,152295,Unknown,24,PhD
23297,Deborah Williams,Operations,Intern,06-06-2016,66017,Male,58,Masters
